transaction_id,transaction_date,customer_id,product_id,quantity,transaction_unit_price,amount,transaction_channel,campaign_id,calc_amount,amount_diff,amount_calc,amount_category,full_name,gender,age,segment,city,province,join_date,product_name,category,brand,product_price,cost,campaign_name,campaign_channel,start_date,end_date,month,region,spend,impressions,clicks,conversions,sales_target,year,month_num,year_month,cost_total,gross_profit,profit_margin,is_campaign
T122591,2024-05-04,C100163,P1103,3,2712700.0,8138100.0,Mobile,CAM230,8138100.0,19.0,8138100.0,Exact,Customer 163,Female,65,Bronze,Cimahi,West Java,2022-07-03,Product 103,Payments,Premium,2742700.0,298800.0,Campaign 30,Search,2023-10-12,2024-03-10,2024-05-01,Java,,,,,,2024,5,2024-05,896400.0,7839300.0,0.8898514395251963,True
T122592,2024-11-25,C102840,P1014,1,1806000.0,1806000.0,Mobile,No Campaign,1806000.0,-45.0,1806000.0,Exact,Customer 2840,Male,24,Bronze,Tangerang,Banten,2021-12-07,Product 14,Deposits,Business,1734600.0,1550500.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,1550500.0,255500.0,0.14147286821705427,False
T122593,2023-07-19,C102260,P1081,2,2005100.0,4010200.0,Call Center,CAM215,4010200.0,97.0,4010200.0,Exact,Customer 2260,Female,31,Silver,Semarang,Central Java,2022-06-26,Product 81,Cards,Standard,2541700.0,618600.0,Campaign 15,Affiliate,2023-02-17,2023-07-13,2023-07-01,Java,,,,,,2023,7,2023-07,1237200.0,3391600.0,0.6914867088923246,True
T122594,2023-01-26,C100292,P1081,2,2748500.0,5497000.0,Mobile,No Campaign,5497000.0,59.0,5497000.0,Exact,Customer 292,Female,68,Gold,Bekasi,West Java,2021-03-16,Product 81,Cards,Standard,2541700.0,618600.0,,,,,2023-01-01,Java,,,,,,2023,1,2023-01,1237200.0,4878400.0,0.774931780971439,False
T122595,2023-12-16,C101144,P1030,4,3417900.0,13671600.0,Mobile,CAM239,13671600.0,5.0,13671600.0,Exact,Customer 1144,Male,62,Gold,Serang,Banten,2023-04-10,Product 30,Loans,Business,3246800.0,1139000.0,Campaign 39,Email,2023-04-29,2023-08-31,2023-12-01,Java,,,,,,2023,12,2023-12,4556000.0,12532600.0,0.6667544398607332,True
T122596,2023-04-12,C100395,P1066,2,777000.0,1554000.0,Branch,No Campaign,1554000.0,-86.0,1554000.0,Exact,Customer 395,Female,33,Bronze,Malang,East Java,2023-01-24,Product 66,Cards,Business,896000.0,110300.0,,,,,2023-04-01,Java,,,,,,2023,4,2023-04,220600.0,1443700.0,0.8580437580437581,False
T122597,2024-10-09,C101951,P1037,2,614800.0,1229600.0,Mobile,No Campaign,1229600.0,32.0,1229600.0,Exact,Customer 1951,Male,38,Bronze,Semarang,Central Java,2021-05-20,Product 37,Insurance,Business,654100.0,1112100.0,,,,,2024-10-01,Java,,,,,,2024,10,2024-10,2224200.0,117500.0,-0.8088809368900456,False
T122598,2023-11-27,C101968,P1078,1,6198400.0,6198400.0,Call Center,CAM222,6198400.0,26.0,6198400.0,Exact,Customer 1968,Male,64,Silver,Medan,Sumatra,2023-10-04,Product 78,Loans,Standard,4971600.0,842500.0,Campaign 22,Social,2023-06-29,2023-09-22,2023-11-01,Sumatra,163821726.0,4570878621.0,326442919.0,23715828.0,225616388.0,2023,11,2023-11,842500.0,5355900.0,0.8640778265358803,True
T122599,2024-01-07,C102469,P1065,2,275600.0,551200.0,Branch,No Campaign,551200.0,-16.0,551200.0,Exact,Customer 2469,Female,38,Gold,Madiun,East Java,2021-07-26,Product 65,Deposits,Standard,262300.0,1760800.0,,,,,2024-01-01,Java,,,,,,2024,1,2024-01,3521600.0,-1209600.0,-5.388969521044992,False
T122600,2023-07-16,C101591,P1069,1,2131000.0,2131000.0,Internet,CAM220,2131000.0,-1.0,2131000.0,Exact,Customer 1591,Female,29,Bronze,Banjarmasin,Kalimantan,2023-07-01,Product 69,Payments,Standard,1988600.0,286700.0,Campaign 20,Affiliate,2024-04-29,2024-07-18,2023-07-01,Kalimantan,155433005.0,3965399599.0,339966383.0,44647131.0,725264782.0,2023,7,2023-07,286700.0,1844300.0,0.8654622243078367,True
T122601,2024-05-24,C101984,P1110,4,4325000.0,17300000.0,Mobile,CAM202,17300000.0,152.0,17300000.0,Exact,Customer 1984,Male,30,Bronze,Serang,Banten,2023-06-22,Product 110,Loans,Business,4412400.0,641900.0,Campaign 2,Search,2024-09-10,2025-01-19,2024-05-01,Java,,,,,,2024,5,2024-05,2567600.0,16658100.0,0.8515838150289017,True
T122602,2023-01-30,C101404,P1142,3,760900.0,2282700.0,Internet,No Campaign,2282700.0,128.0,2282700.0,Exact,Customer 1404,Female,54,Silver,Manado,Sulawesi,2020-09-06,Product 142,Deposits,Business,942500.0,1973500.0,,,,,2023-01-01,Sulawesi,,,,,131941283.0,2023,1,2023-01,5920500.0,309200.0,-1.593639111578394,False
T122603,2023-10-26,C102329,P1143,2,464000.0,928000.0,Branch,CAM215,928000.0,-89.0,928000.0,Exact,Customer 2329,Male,29,Bronze,Madiun,East Java,2021-03-22,Product 143,Insurance,Standard,361300.0,558500.0,Campaign 15,Affiliate,2023-02-17,2023-07-13,2023-10-01,Java,,,,,,2023,10,2023-10,1117000.0,369500.0,-0.2036637931034483,True
T122604,2023-05-13,C102616,P1111,3,2080300.0,6240900.0,Internet,CAM207,6240900.0,-73.0,6240900.0,Exact,Customer 2616,Male,63,Gold,Surabaya,East Java,2022-03-20,Product 111,Loans,Premium,2824600.0,400400.0,Campaign 7,Social,2024-11-04,2024-12-24,2023-05-01,Java,,,,,,2023,5,2023-05,1201200.0,5840500.0,0.8075277604191703,True
T122605,2024-06-15,C100909,P1102,4,255500.0,1022000.0,Mobile,No Campaign,1022000.0,-160.0,1022000.0,Exact,Customer 909,Male,56,Bronze,Jakarta,Jakarta,2021-01-26,Product 102,Wealth,Business,295400.0,1365000.0,,,,,2024-06-01,Jakarta,87113556.0,2248081386.0,80614452.0,7761914.0,262104567.0,2024,6,2024-06,5460000.0,-343000.0,-4.342465753424658,False
T122606,2023-11-04,C100439,P1059,4,716600.0,2866400.0,Mobile,No Campaign,2866400.0,117.0,2866400.0,Exact,Customer 439,Male,32,Priority,Tegal,Central Java,2023-09-05,Product 59,Cards,Standard,962900.0,278600.0,,,,,2023-11-01,Java,,,,,,2023,11,2023-11,1114400.0,2587800.0,0.6112196483393804,False
T122607,2023-01-21,C102373,P1053,4,2360500.0,9442000.0,Mobile,No Campaign,9442000.0,-200.0,9442000.0,Exact,Customer 2373,Male,20,Silver,Semarang,Central Java,2021-04-02,Product 53,Loans,Premium,2489700.0,1404800.0,,,,,2023-01-01,Java,,,,,,2023,1,2023-01,5619200.0,8037200.0,0.4048718491844948,False
T122608,2023-02-10,C100296,P1044,3,1907000.0,5721000.0,Mobile,No Campaign,5721000.0,11.0,5721000.0,Exact,Customer 296,Female,69,Silver,Jakarta,Jakarta,2023-09-30,Product 44,Wealth,Standard,2244400.0,707600.0,,,,,2023-02-01,Jakarta,15346021.0,331056256.0,26816793.0,2600698.0,473672459.0,2023,2,2023-02,2122800.0,5013400.0,0.6289459884635553,False
T122609,2024-05-12,C102098,P1085,2,1942200.0,3884400.0,Mobile,No Campaign,3884400.0,-53.0,3884400.0,Exact,Customer 2098,Female,72,Bronze,Surabaya,East Java,2021-02-18,Product 85,Insurance,Business,2683500.0,859600.0,,,,,2024-05-01,Java,,,,,,2024,5,2024-05,1719200.0,3024800.0,0.5574091236741839,False
T122610,2024-04-16,C102515,P1081,1,2634800.0,2634800.0,Mobile,CAM208,2634800.0,-26.0,2634800.0,Exact,Customer 2515,Female,62,Priority,Madiun,East Java,2020-10-22,Product 81,Cards,Standard,2541700.0,618600.0,Campaign 8,Display,2023-10-29,2024-04-13,2024-04-01,Java,,,,,,2024,4,2024-04,618600.0,2016200.0,0.7652193714892971,True
T122611,2024-10-25,C101474,P1003,3,1143900.0,3431700.0,Mobile,No Campaign,3431700.0,109.0,3431700.0,Exact,Customer 1474,Male,22,Bronze,Semarang,Central Java,2022-08-07,Product 3,Deposits,Standard,903000.0,761900.0,,,,,2024-10-01,Java,,,,,,2024,10,2024-10,2285700.0,2669800.0,0.33394527493662035,False
T122612,2023-11-04,C100500,P1035,1,1669900.0,1669900.0,Mobile,No Campaign,1669900.0,1.0,1669900.0,Exact,Customer 500,Female,59,Silver,Bandung,West Java,2022-05-14,Product 35,Loans,Premium,1347500.0,1150100.0,,,,,2023-11-01,Java,,,,,,2023,11,2023-11,1150100.0,519800.0,0.3112761243188215,False
T122613,2024-04-03,C102922,P1083,2,949300.0,1898600.0,Agent,No Campaign,1898600.0,29.0,1898600.0,Exact,Customer 2922,Female,74,Bronze,Jakarta,Jakarta,2020-01-17,Product 83,Insurance,Standard,896700.0,54000.0,,,,,2024-04-01,Jakarta,169462030.0,5054697572.0,614340034.0,47887605.0,351631337.0,2024,4,2024-04,108000.0,1844600.0,0.9431159801959339,False
T122614,2024-05-28,C100523,P1138,4,133300.0,533200.0,Call Center,No Campaign,533200.0,-45.0,533200.0,Exact,Customer 523,Female,74,Silver,Jakarta,Jakarta,2021-02-02,Product 138,Deposits,Business,178000.0,1042700.0,,,,,2024-05-01,Jakarta,145169741.0,4316733885.0,361982892.0,38420899.0,213545348.0,2024,5,2024-05,4170800.0,-509500.0,-6.822205551387847,False
T122615,2024-05-17,C100096,P1128,1,2385200.0,2385200.0,Internet,CAM230,2385200.0,-44.0,2385200.0,Exact,Customer 96,Female,58,Bronze,Serang,Banten,2020-04-25,Product 128,Loans,Standard,3210500.0,1288400.0,Campaign 30,Search,2023-10-12,2024-03-10,2024-05-01,Java,,,,,,2024,5,2024-05,1288400.0,1096800.0,0.45983565319470066,True
T122616,2023-02-13,C102992,P1069,2,2515500.0,5031000.0,Agent,No Campaign,5031000.0,13.0,5031000.0,Exact,Customer 2992,Female,36,Gold,Malang,East Java,2020-06-14,Product 69,Payments,Standard,1988600.0,286700.0,,,,,2023-02-01,Java,,,,,,2023,2,2023-02,573400.0,4744300.0,0.8860266348638441,False
T122617,2023-02-10,C102033,P1015,2,2582400.0,5164800.0,Mobile,CAM210,5164800.0,79.0,5164800.0,Exact,Customer 2033,Female,64,Silver,Makassar,Sulawesi,2022-04-15,Product 15,Cards,Premium,3004600.0,1283500.0,Campaign 10,Social,2023-12-03,2024-05-12,2023-02-01,Sulawesi,38126875.0,440644743.0,57282789.0,4145934.0,866121516.0,2023,2,2023-02,2567000.0,3881300.0,0.5029817224287485,True
T122618,2023-09-20,C101644,P1109,1,2024500.0,2024500.0,Branch,No Campaign,2024500.0,-26.0,2024500.0,Exact,Customer 1644,Male,55,Silver,Surakarta,Central Java,2023-10-20,Product 109,Loans,Premium,2122400.0,1313500.0,,,,,2023-09-01,Java,,,,,,2023,9,2023-09,1313500.0,711000.0,0.35119782662385773,False
T122619,2023-10-21,C102816,P1054,1,3213600.0,3213600.0,Mobile,CAM205,3213600.0,15.0,3213600.0,Exact,Customer 2816,Male,73,Priority,Tangerang,Banten,2021-01-01,Product 54,Wealth,Standard,3184800.0,696400.0,Campaign 5,Email,2024-03-31,2024-08-12,2023-10-01,Java,,,,,,2023,10,2023-10,696400.0,2517200.0,0.7832959920338561,True
T122620,2024-11-15,C102706,P1099,2,169600.0,339200.0,Call Center,No Campaign,339200.0,77.0,339200.0,Exact,Customer 2706,Male,50,Silver,Pekanbaru,Sumatra,2020-08-02,Product 99,Loans,Standard,226900.0,1798500.0,,,,,2024-11-01,Sumatra,191722507.0,3589625105.0,283761726.0,31714661.0,91021244.0,2024,11,2024-11,3597000.0,-1459300.0,-9.60436320754717,False
T122621,2023-01-09,C101729,P1063,1,2220800.0,2220800.0,Internet,CAM233,2220800.0,24.0,2220800.0,Exact,Customer 1729,Female,41,Silver,Bandung,West Java,2022-10-30,Product 63,Deposits,Premium,1769900.0,1287700.0,Campaign 33,Social,2024-11-27,2025-05-20,2023-01-01,Java,,,,,,2023,1,2023-01,1287700.0,933100.0,0.42016390489913547,True
T122622,2023-02-22,C100441,P1023,1,93200.0,93200.0,Call Center,No Campaign,93200.0,30.0,93200.0,Exact,Customer 441,Female,45,Silver,Malang,East Java,2020-01-19,Product 23,Wealth,Premium,102000.0,956400.0,,,,,2023-02-01,Java,,,,,,2023,2,2023-02,956400.0,-863200.0,-9.261802575107296,False
T122623,2023-05-08,C100342,P1062,3,1760500.0,5281500.0,Mobile,CAM201,5281500.0,-7.0,5281500.0,Exact,Customer 342,Male,73,Silver,Medan,Sumatra,2020-03-05,Product 62,Loans,Premium,2302700.0,241500.0,Campaign 1,Email,2024-07-27,2024-09-12,2023-05-01,Sumatra,122142002.0,2313490071.0,62072718.0,5692843.0,526199093.0,2023,5,2023-05,724500.0,5040000.0,0.8628230616302187,True
T122624,2024-06-14,C102631,P1074,1,2855800.0,2855800.0,Mobile,CAM221,2855800.0,49.0,2855800.0,Exact,Customer 2631,Female,50,Silver,Madiun,East Java,2022-06-14,Product 74,Cards,Premium,2321000.0,1360500.0,Campaign 21,Search,2023-11-24,2024-05-08,2024-06-01,Java,,,,,,2024,6,2024-06,1360500.0,1495300.0,0.5236010925134813,True
T122625,2024-10-05,C100125,P1065,2,339900.0,679800.0,Mobile,No Campaign,679800.0,-33.0,679800.0,Exact,Customer 125,Male,25,Gold,Serang,Banten,2022-11-25,Product 65,Deposits,Standard,262300.0,1760800.0,,,,,2024-10-01,Java,,,,,,2024,10,2024-10,3521600.0,-1081000.0,-4.180347160929685,False
T122626,2024-06-08,C101283,P1087,1,3220700.0,3220700.0,Call Center,CAM206,3220700.0,43.0,3220700.0,Exact,Customer 1283,Male,52,Gold,Serang,Banten,2022-04-25,Product 87,Cards,Premium,3030200.0,379500.0,Campaign 6,Search,2023-07-21,2023-09-04,2024-06-01,Java,,,,,,2024,6,2024-06,379500.0,2841200.0,0.8821684726922718,True
T122627,2023-05-20,C100903,P1051,3,778500.0,2335500.0,Internet,CAM238,2335500.0,139.0,2335500.0,Exact,Customer 903,Female,47,Gold,Cimahi,West Java,2022-02-16,Product 51,Deposits,Business,710700.0,1535900.0,Campaign 38,Social,2023-04-06,2023-07-22,2023-05-01,Java,,,,,,2023,5,2023-05,4607700.0,799600.0,-0.9728965960179833,True
T122628,2023-08-20,C100538,P1003,2,1117000.0,2234000.0,Mobile,CAM224,2234000.0,77.0,2234000.0,Exact,Customer 538,Male,53,Silver,Bandung,West Java,2023-01-02,Product 3,Deposits,Standard,903000.0,761900.0,Campaign 24,Email,2023-01-23,2023-07-14,2023-08-01,Java,,,,,,2023,8,2023-08,1523800.0,1472100.0,0.317905102954342,True
T122629,2024-07-21,C101561,P1039,2,3486300.0,6972600.0,Internet,No Campaign,6972600.0,-41.0,6972600.0,Exact,Customer 1561,Male,28,Priority,Jakarta,Jakarta,2021-01-03,Product 39,Cards,Premium,3416300.0,815400.0,,,,,2024-07-01,Jakarta,153040456.0,3801469088.0,285526564.0,44122135.0,364065917.0,2024,7,2024-07,1630800.0,6157200.0,0.7661130711642716,False
T122630,2023-03-29,C102400,P1136,1,5661200.0,5661200.0,Branch,No Campaign,5661200.0,-14.0,5661200.0,Exact,Customer 2400,Male,62,Silver,Denpasar,Bali,2023-11-02,Product 136,Insurance,Business,4538100.0,77600.0,,,,,2023-03-01,Bali,120830731.0,3198646519.0,77637758.0,9645993.0,323304453.0,2023,3,2023-03,77600.0,5583600.0,0.9862926588002544,False
T122631,2024-07-17,C102858,P1123,2,1265200.0,2530400.0,Internet,CAM239,2530400.0,-95.0,2530400.0,Exact,Customer 2858,Male,73,Silver,Serang,Banten,2020-03-17,Product 123,Insurance,Business,1260000.0,763300.0,Campaign 39,Email,2023-04-29,2023-08-31,2024-07-01,Java,,,,,,2024,7,2024-07,1526600.0,1767100.0,0.39669617451786277,True
T122632,2024-09-28,C102924,P1124,2,2311000.0,4622000.0,Mobile,CAM205,4622000.0,44.0,4622000.0,Exact,Customer 2924,Male,23,Bronze,Tangerang,Banten,2021-07-15,Product 124,Insurance,Business,3102800.0,1766800.0,Campaign 5,Email,2024-03-31,2024-08-12,2024-09-01,Java,,,,,,2024,9,2024-09,3533600.0,2855200.0,0.23548247511899612,True
T122633,2023-07-20,C102031,P1132,2,88400.0,176800.0,Internet,CAM208,176800.0,-53.0,176800.0,Exact,Customer 2031,Female,66,Bronze,Tangerang,Banten,2021-11-17,Product 132,Loans,Standard,124000.0,248500.0,Campaign 8,Display,2023-10-29,2024-04-13,2023-07-01,Java,,,,,,2023,7,2023-07,497000.0,-71700.0,-1.8110859728506787,True
T122634,2024-01-23,C102087,P1043,2,2327300.0,4654600.0,Mobile,CAM203,4654600.0,91.0,4654600.0,Exact,Customer 2087,Female,44,Gold,Palembang,Sumatra,2020-05-28,Product 43,Loans,Premium,3068800.0,1210800.0,Campaign 3,Display,2024-09-28,2025-02-14,2024-01-01,Sumatra,168934520.0,5373578275.0,329797301.0,45343766.0,533809479.0,2024,1,2024-01,2421600.0,3443800.0,0.4797404717913462,True
T122635,2023-12-27,C102498,P1142,2,740300.0,1480600.0,Internet,CAM239,1480600.0,-61.0,1480600.0,Exact,Customer 2498,Female,27,Priority,Jakarta,Jakarta,2023-06-07,Product 142,Deposits,Business,942500.0,1973500.0,Campaign 39,Email,2023-04-29,2023-08-31,2023-12-01,Jakarta,179972705.0,3208090669.0,238529367.0,20565684.0,100194789.0,2023,12,2023-12,3947000.0,-492900.0,-1.665811157638795,True
T122636,2023-05-12,C102760,P1061,3,1621700.0,4865100.0,Mobile,CAM238,4865100.0,121.0,4865100.0,Exact,Customer 2760,Male,35,Bronze,Bandung,West Java,2022-06-01,Product 61,Deposits,Business,1725500.0,421300.0,Campaign 38,Social,2023-04-06,2023-07-22,2023-05-01,Java,,,,,,2023,5,2023-05,1263900.0,4443800.0,0.7402108898069927,True
T122637,2023-06-26,C100201,P1084,4,3480000.0,13920000.0,Mobile,No Campaign,13920000.0,9.0,13920000.0,Exact,Customer 201,Male,42,Bronze,Yogyakarta,Yogyakarta,2020-04-20,Product 84,Wealth,Business,4309100.0,599400.0,,,,,2023-06-01,Java,,,,,,2023,6,2023-06,2397600.0,13320600.0,0.8277586206896552,False
T122638,2023-02-21,C102588,P1039,3,3929700.0,11789100.0,Mobile,No Campaign,11789100.0,48.0,11789100.0,Exact,Customer 2588,Male,43,Silver,Bandung,West Java,2021-10-11,Product 39,Cards,Premium,3416300.0,815400.0,,,,,2023-02-01,Java,,,,,,2023,2,2023-02,2446200.0,10973700.0,0.7925032445224827,False
T122639,2024-06-29,C101270,P1026,3,630800.0,1892400.0,Mobile,CAM217,1892400.0,-49.0,1892400.0,Exact,Customer 1270,Female,20,Bronze,Serang,Banten,2023-05-09,Product 26,Cards,Premium,628500.0,1060400.0,Campaign 17,Search,2023-08-14,2023-10-01,2024-06-01,Java,,,,,,2024,6,2024-06,3181200.0,832000.0,-0.6810399492707673,True
T122640,2023-01-22,C102429,P1145,3,3017500.0,9052500.0,Mobile,No Campaign,9052500.0,112.0,9052500.0,Exact,Customer 2429,Female,32,Silver,Bogor,West Java,2021-04-07,Product 145,Insurance,Business,4301700.0,821700.0,,,,,2023-01-01,Java,,,,,,2023,1,2023-01,2465100.0,8230800.0,0.7276884838442419,False
T122641,2024-10-14,C101961,P1140,3,1584400.0,4753200.0,Branch,CAM200,4753200.0,-30.0,4753200.0,Exact,Customer 1961,Male,28,Silver,Madiun,East Java,2023-07-11,Product 140,Loans,Premium,1646400.0,897100.0,Campaign 0,Search,2024-03-29,2024-08-23,2024-10-01,Java,,,,,,2024,10,2024-10,2691300.0,3856100.0,0.43379197172431205,True
T122642,2023-11-15,C100241,P1051,3,553400.0,1660200.0,Agent,CAM212,1660200.0,0.0,1660200.0,Exact,Customer 241,Female,36,Bronze,Banjarmasin,Kalimantan,2021-09-18,Product 51,Deposits,Business,710700.0,1535900.0,Campaign 12,Display,2023-04-08,2023-09-07,2023-11-01,Kalimantan,188773833.0,5291823000.0,437149775.0,43565735.0,513456792.0,2023,11,2023-11,4607700.0,124300.0,-1.7753885074087459,True
T122643,2023-06-17,C102294,P1089,5,300000.0,1500000.0,Branch,CAM228,1500000.0,121.0,1500000.0,Exact,Customer 2294,Male,63,Bronze,Denpasar,Bali,2022-04-06,Product 89,Insurance,Standard,261800.0,1166200.0,Campaign 28,Search,2023-06-09,2023-09-07,2023-06-01,Bali,147476491.0,5006583904.0,240700354.0,32492953.0,322337185.0,2023,6,2023-06,5831000.0,333800.0,-2.8873333333333333,True
T122644,2023-02-07,C100962,P1070,1,4743600.0,4743600.0,Internet,CAM231,4743600.0,2.0,4743600.0,Exact,Customer 962,Male,32,Gold,Denpasar,Bali,2020-03-14,Product 70,Deposits,Premium,4028600.0,1698300.0,Campaign 31,Social,2024-06-04,2024-10-12,2023-02-01,Bali,43966826.0,1153754244.0,159673695.0,24354411.0,359254421.0,2023,2,2023-02,1698300.0,3045300.0,0.6419807740956236,True
T122645,2024-07-20,C101853,P1001,3,5223100.0,15669300.0,Mobile,CAM231,15669300.0,27.0,15669300.0,Exact,Customer 1853,Female,51,Bronze,Jakarta,Jakarta,2021-08-20,Product 1,Loans,Standard,4694400.0,1460300.0,Campaign 31,Social,2024-06-04,2024-10-12,2024-07-01,Jakarta,153040456.0,3801469088.0,285526564.0,44122135.0,364065917.0,2024,7,2024-07,4380900.0,14209000.0,0.7204150791675442,True
T122646,2024-01-08,C101434,P1077,6,4762200.0,28573200.0,Branch,CAM223,28573200.0,-99.0,28573200.0,Exact,Customer 1434,Male,54,Bronze,Jakarta,Jakarta,2020-10-02,Product 77,Loans,Premium,4132800.0,251200.0,Campaign 23,Email,2024-10-26,2025-02-13,2024-01-01,Jakarta,172051699.0,3656793497.0,351013936.0,29700542.0,424354266.0,2024,1,2024-01,1507200.0,28322000.0,0.9472512704212339,True
T122647,2024-09-23,C100095,P1045,1,321900.0,321900.0,Internet,No Campaign,321900.0,-34.0,321900.0,Exact,Customer 95,Male,74,Silver,Jakarta,Jakarta,2020-09-24,Product 45,Loans,Standard,337100.0,390300.0,,,,,2024-09-01,Jakarta,99642335.0,2941623190.0,202626134.0,13097986.0,249879224.0,2024,9,2024-09,390300.0,-68400.0,-0.2124883504193849,False
T122648,2024-07-31,C100105,P1007,1,4543300.0,4543300.0,Internet,CAM203,4543300.0,39.0,4543300.0,Exact,Customer 105,Male,39,Silver,Jakarta,Jakarta,2023-02-16,Product 7,Wealth,Business,3935700.0,1173100.0,Campaign 3,Display,2024-09-28,2025-02-14,2024-07-01,Jakarta,153040456.0,3801469088.0,285526564.0,44122135.0,364065917.0,2024,7,2024-07,1173100.0,3370200.0,0.7417956111196707,True
T122649,2024-03-02,C100220,P1061,1,2003100.0,2003100.0,Call Center,No Campaign,2003100.0,20.0,2003100.0,Exact,Customer 220,Female,49,Priority,Jakarta,Jakarta,2020-09-28,Product 61,Deposits,Business,1725500.0,421300.0,,,,,2024-03-01,Jakarta,238638388.0,6304786113.0,421365202.0,49703871.0,263676584.0,2024,3,2024-03,421300.0,1581800.0,0.7896760021965953,False
T122650,2023-06-15,C101198,P1091,1,2070700.0,2070700.0,Internet,No Campaign,2070700.0,-22.0,2070700.0,Exact,Customer 1198,Female,60,Silver,Semarang,Central Java,2021-09-19,Product 91,Loans,Business,1851400.0,37500.0,,,,,2023-06-01,Java,,,,,,2023,6,2023-06,37500.0,2033200.0,0.9818901820640363,False
T122651,2024-12-22,C102524,P1097,2,3892700.0,7785400.0,Internet,CAM215,7785400.0,-3.0,7785400.0,Exact,Customer 2524,Female,52,Gold,Palembang,Sumatra,2021-10-13,Product 97,Loans,Business,3148400.0,1954300.0,Campaign 15,Affiliate,2023-02-17,2023-07-13,2024-12-01,Sumatra,208506556.0,4551523652.0,295918614.0,34198661.0,730806615.0,2024,12,2024-12,3908600.0,5831100.0,0.4979577157243045,True
T122652,2024-05-16,C101561,P1018,2,1519000.0,3038000.0,Branch,CAM221,3038000.0,10.0,3038000.0,Exact,Customer 1561,Male,28,Priority,Jakarta,Jakarta,2021-01-03,Product 18,Deposits,Business,1475100.0,1297400.0,Campaign 21,Search,2023-11-24,2024-05-08,2024-05-01,Jakarta,145169741.0,4316733885.0,361982892.0,38420899.0,213545348.0,2024,5,2024-05,2594800.0,1740600.0,0.1458854509545754,True
T122653,2023-03-16,C102952,P1015,1,2576800.0,2576800.0,Agent,No Campaign,2576800.0,4.0,2576800.0,Exact,Customer 2952,Female,74,Priority,Bandung,West Java,2022-11-13,Product 15,Cards,Premium,3004600.0,1283500.0,,,,,2023-03-01,Java,,,,,,2023,3,2023-03,1283500.0,1293300.0,0.5019015833592052,False
T122654,2024-03-15,C101626,P1032,2,5266200.0,10532400.0,Internet,No Campaign,10532400.0,45.0,10532400.0,Exact,Customer 1626,Male,58,Silver,Jakarta,Jakarta,2020-06-20,Product 32,Cards,Business,4498700.0,1937400.0,,,,,2024-03-01,Jakarta,238638388.0,6304786113.0,421365202.0,49703871.0,263676584.0,2024,3,2024-03,3874800.0,8595000.0,0.6321066423607155,False
T122655,2024-10-07,C101402,P1112,2,2209200.0,4418400.0,Branch,No Campaign,4418400.0,80.0,4418400.0,Exact,Customer 1402,Male,50,Gold,Denpasar,Bali,2023-05-10,Product 112,Loans,Business,1929000.0,1340800.0,,,,,2024-10-01,Bali,164509664.0,4294451463.0,469487668.0,47628620.0,473083005.0,2024,10,2024-10,2681600.0,3077600.0,0.39308346912909653,False
T122656,2023-09-22,C100395,P1044,1,2898100.0,2898100.0,Agent,CAM232,2898100.0,-29.0,2898100.0,Exact,Customer 395,Female,33,Bronze,Malang,East Java,2023-01-24,Product 44,Wealth,Standard,2244400.0,707600.0,Campaign 32,Social,2024-03-25,2024-07-09,2023-09-01,Java,,,,,,2023,9,2023-09,707600.0,2190500.0,0.7558400331251509,True
T122657,2024-02-10,C100527,P1064,2,3469700.0,6939400.0,Call Center,No Campaign,6939400.0,98.0,6939400.0,Exact,Customer 527,Male,50,Bronze,Yogyakarta,Yogyakarta,2021-08-26,Product 64,Insurance,Business,3160900.0,1981000.0,,,,,2024-02-01,Java,,,,,,2024,2,2024-02,3962000.0,4958400.0,0.42905726719889326,False
T122658,2024-11-16,C102862,P1146,1,1400100.0,1400100.0,Mobile,No Campaign,1400100.0,36.0,1400100.0,Exact,Customer 2862,Female,34,Bronze,Tegal,Central Java,2022-02-03,Product 146,Wealth,Business,1143100.0,357100.0,,,,,2024-11-01,Java,,,,,,2024,11,2024-11,357100.0,1043000.0,0.7449467895150347,False
T122659,2023-08-31,C102610,P1087,4,2709400.0,10837600.0,Internet,No Campaign,10837600.0,-61.0,10837600.0,Exact,Customer 2610,Female,20,Gold,Jakarta,Jakarta,2020-09-10,Product 87,Cards,Premium,3030200.0,379500.0,,,,,2023-08-01,Jakarta,183558068.0,3906051326.0,217108994.0,25286469.0,259621315.0,2023,8,2023-08,1518000.0,10458100.0,0.8599320882852292,False
T122660,2024-08-23,C100486,P1070,2,3474300.0,6948600.0,Mobile,CAM213,6948600.0,-75.0,6948600.0,Exact,Customer 486,Male,72,Bronze,Surakarta,Central Java,2023-08-04,Product 70,Deposits,Premium,4028600.0,1698300.0,Campaign 13,Social,2023-07-10,2023-12-22,2024-08-01,Java,,,,,,2024,8,2024-08,3396600.0,5250300.0,0.5111821086261981,True
T122661,2024-06-26,C101645,P1070,1,4448700.0,4448700.0,Mobile,No Campaign,4448700.0,8.0,4448700.0,Exact,Customer 1645,Female,40,Bronze,Tangerang,Banten,2023-10-22,Product 70,Deposits,Premium,4028600.0,1698300.0,,,,,2024-06-01,Java,,,,,,2024,6,2024-06,1698300.0,2750400.0,0.6182480275136557,False
