transaction_id,transaction_date,customer_id,product_id,quantity,unit_price,amount,channel,campaign_id,city,province
T131638,2024-09-13,C101558,P1132,3,136600.0,409776,Branch,CAM207,Jakarta,Jakarta
T131639,2024-11-09,C100819,P1069,3,1678600.0,5035754,Mobile,CAM237,Malang,East Java
T131640,2024-09-28,C100258,P1141,1,4312100.0,4312061,Mobile,CAM224,Yogyakarta,Yogyakarta
T131641,2024-12-26,C102736,P1082,3,3764800.0,11294376,Internet,CAM208,Semarang,Central Java
T131642,2023-10-22,C100147,P1102,1,260700.0,260706,Internet,,Bekasi,West Java
T131643,2024-11-23,C102077,P1045,2,383900.0,767713,Mobile,CAM225,Jakarta,Jakarta
T131644,2024-08-17,C102463,P1011,2,3983100.0,7966265,Mobile,,Bogor,West Java
T131645,2024-02-19,C102629,P1126,2,4205300.0,8410574,Agent,,Tegal,Central Java
T131646,2023-11-15,C102462,P1082,1,3901100.0,3901141,Mobile,CAM221,Tegal,Central Java
T131647,2023-01-25,C100911,P1049,2,2244400.0,4488756,Mobile,,Denpasar,Bali
T131648,2024-07-06,C100277,P1107,1,4016800.0,4016791,Branch,,Jakarta,Jakarta
T131649,2024-03-09,C101703,P1078,1,4316700.0,4316733,Mobile,CAM214,Surakarta,Central Java
T131650,2023-02-28,C100923,P1072,2,1422300.0,2844555,Mobile,CAM231,Bandung,West Java
T131651,2023-06-26,C101486,P1007,1,3738900.0,3738949,Mobile,,Semarang,Central Java
T131652,2024-06-25,C101108,P1002,3,114000.0,341891,Internet,CAM223,Surabaya,East Java
T131653,2023-02-14,C100903,P1051,1,866100.0,866119,Mobile,CAM220,Cimahi,West Java
T131654,2024-03-27,C102112,P1077,1,5305800.0,5305814,Branch,CAM235,Tangerang,Banten
T131655,2023-11-05,C102205,P1138,3,217400.0,652232,Branch,CAM239,Yogyakarta,Yogyakarta
T131656,2023-06-03,C101977,P1047,1,519900.0,519889,Mobile,,Bogor,West Java
T131657,2024-07-05,C101281,P1139,1,4790700.0,4790651,Mobile,,Cimahi,West Java
T131658,2023-05-20,C101456,P1050,2,2119000.0,4237904,Mobile,CAM219,Cimahi,West Java
T131659,2024-08-04,C101476,P1003,2,728900.0,1457779,Branch,,Denpasar,Bali
T131660,2024-01-20,C100779,P1113,3,278000.0,833997,Branch,CAM207,Jakarta,Jakarta
T131661,2024-10-09,C102308,P1144,2,1703700.0,3407471,Internet,,Semarang,Central Java
T131662,2024-09-15,C101761,P1114,4,3360000.0,13439880,Mobile,,Pekanbaru,Sumatra
T131663,2023-02-02,C102573,P1028,4,4162400.0,16649650,Mobile,,Serang,Banten
T131664,2024-12-08,C100203,P1109,1,2600800.0,2600777,Internet,CAM220,Pontianak,Kalimantan
T131665,2024-01-06,C102625,P1061,3,1882700.0,5648127,Mobile,,Cimahi,West Java
T131666,2023-06-27,C102604,P1127,1,5652400.0,5652370,CallCenter,,Surakarta,Central Java
T131667,2023-12-26,C101474,P1078,2,3944900.0,7889731,Agent,CAM213,Semarang,Central Java
T131668,2024-10-07,C102361,P1139,1,5420700.0,5420656,Branch,CAM212,Jakarta,Jakarta
T131669,2024-12-03,C102887,P1047,1,558800.0,558840,Agent,CAM200,Manado,Sulawesi
T131670,2024-03-11,C102664,P1140,1,1986100.0,1986119,Mobile,,Banjarmasin,Kalimantan
T131671,2023-01-06,C102665,P1094,4,5621900.0,22487744,Mobile,CAM203,Bekasi,West Java
T131672,2024-11-21,C102028,P1120,1,880800.0,880791,Mobile,,Surakarta,Central Java
T131673,2024-09-09,C101880,P1113,2,211200.0,422427,Mobile,CAM234,Palembang,Sumatra
T131674,2023-08-19,C102288,P1124,1,2646600.0,2646612,Mobile,,Surabaya,East Java
T131675,2024-02-05,C100506,P1011,2,4098400.0,8196813,Agent,CAM224,Bekasi,West Java
T131676,2024-12-27,C102051,P1025,2,559500.0,1118924,Mobile,,Tegal,Central Java
T131677,2024-09-08,C102486,P1094,3,4982800.0,14948257,Mobile,CAM227,Bekasi,West Java
T131678,2023-01-23,C101673,P1112,1,1665500.0,1665457,Mobile,,Serang,Banten
T131679,2023-06-10,C102424,P1093,3,5022900.0,15068736,Agent,,Jakarta,Jakarta
T131680,2023-07-13,C101067,P1064,2,3000500.0,6000926,Mobile,CAM225,Denpasar,Bali
T131681,2023-09-23,C101744,P1002,3,88800.0,266258,Mobile,,Banjarmasin,Kalimantan
T131682,2023-03-24,C100960,P1135,2,3742000.0,7484019,CallCenter,,Madiun,East Java
T131683,2023-06-17,C102946,P1122,2,1383800.0,2767696,Internet,CAM202,Tegal,Central Java
T131684,2024-10-16,C100061,P1089,2,283300.0,566683,Mobile,,Banjarmasin,Kalimantan
T131685,2024-07-08,C102021,P1042,3,743700.0,2231173,Agent,,Jakarta,Jakarta
T131686,2023-12-10,C100349,P1141,3,5210700.0,15631971,Mobile,CAM221,Cimahi,West Java
T131687,2023-01-12,C100004,P1016,2,3590100.0,7180204,Mobile,CAM236,Serang,Banten
T131688,2024-06-17,C102091,P1116,2,4541200.0,9082414,Mobile,,Bogor,West Java
T131689,2024-06-13,C102442,P1135,1,3462800.0,3462787,Mobile,,Jakarta,Jakarta
T131690,2024-03-25,C101524,P1133,2,293800.0,587561,Agent,CAM208,Cimahi,West Java
T131691,2024-07-27,C101096,P1145,2,5243100.0,10486224,Internet,CAM213,Tegal,Central Java
T131692,2024-12-01,C100174,P1065,4,303000.0,1212023,Mobile,CAM204,Tangerang,Banten
T131693,2024-08-13,C100013,P1129,4,2937800.0,11751335,Internet,CAM238,Medan,Sumatra
T131694,2024-05-04,C101042,P1123,1,1056800.0,1056843,Mobile,CAM219,Surakarta,Central Java
T131695,2023-06-16,C101548,P1130,2,2930500.0,5861051,Branch,,Tegal,Central Java
T131696,2024-10-23,C100577,P1112,1,1554000.0,1553998,Internet,CAM210,Tegal,Central Java
T131697,2024-04-09,C102845,P1006,3,635800.0,1907322,Branch,CAM210,Medan,Sumatra
T131698,2024-09-08,C102239,P1029,3,1287800.0,3863251,Internet,CAM237,Cimahi,West Java
T131699,2023-01-07,C101690,P1034,1,1230100.0,7220889,Mobile,CAM232,Palembang,Sumatra
T131700,2023-06-12,C100326,P1058,6,2308700.0,13852210,Mobile,,Medan,Sumatra
T131701,2023-07-14,C100606,P1118,2,430200.0,860461,CallCenter,CAM232,Surakarta,Central Java
T131702,2023-11-15,C102418,P1016,1,3987200.0,3987210,Internet,,Denpasar,Bali
T131703,2023-05-10,C100668,P1052,1,1156500.0,1156514,Mobile,CAM209,Malang,East Java
T131704,2023-04-19,C102957,P1062,1,2407700.0,2407718,Mobile,,Tangerang,Banten
T131705,2023-08-07,C101851,P1124,1,2588400.0,2588354,Mobile,,Tegal,Central Java
T131706,2024-05-20,C100938,P1061,2,1396200.0,2792495,Mobile,,Cimahi,West Java
T131707,2024-03-04,C102052,P1098,2,3430900.0,6861808,Mobile,,Jakarta,Jakarta
T131708,2024-10-03,C102506,P1006,4,561400.0,2245487,Branch,CAM220,Jakarta,Jakarta
T131709,2023-09-01,C100488,P1114,2,2397500.0,4795025,Mobile,,Denpasar,Bali
T131710,2024-03-13,C101056,P1089,1,190400.0,190381,Internet,CAM220,Bogor,West Java
T131711,2023-11-03,C102885,P1068,4,1851500.0,7406137,Agent,CAM233,Pontianak,Kalimantan
T131712,2024-08-19,C101030,P1038,3,466200.0,1398530,Internet,CAM216,Madiun,East Java
T131713,2023-09-12,C101801,P1077,1,4858600.0,4858635,CallCenter,CAM232,Bogor,West Java
T131714,2023-11-23,C101272,P1108,3,807300.0,2421800,Mobile,CAM221,Jakarta,Jakarta
T131715,2024-02-13,C102003,P1102,1,264700.0,264700,Mobile,CAM230,Bogor,West Java
T131716,2023-01-01,C101096,P1059,3,894700.0,2684127,Internet,CAM237,Tegal,Central Java
T131717,2023-07-13,C102704,P1003,1,900400.0,900394,Branch,,Bekasi,West Java
T131718,2023-12-30,C102029,P1019,4,2807300.0,11229360,Internet,CAM223,Madiun,East Java
T131719,2023-05-02,C102102,P1101,2,2450900.0,4901734,Internet,,Pekanbaru,Sumatra
T131720,2023-12-30,C102432,P1054,2,2375500.0,4751067,Agent,,Medan,Sumatra
T131721,2023-01-04,C102314,P1045,2,366900.0,733783,Mobile,,Bogor,West Java
T131722,2023-05-29,C101424,P1046,3,2094500.0,6283411,Mobile,,Madiun,East Java
T131723,2023-03-02,C101848,P1085,2,2728200.0,5456458,Internet,,Surabaya,East Java
T131724,2023-04-27,C102299,P1075,1,1685500.0,1685512,Mobile,CAM200,Banjarmasin,Kalimantan
T131725,2024-11-14,C102248,P1069,3,1452500.0,4357400,Mobile,CAM211,Banjarmasin,Kalimantan
T131726,2023-08-26,C100564,P1141,2,3416100.0,6832289,CallCenter,,Palembang,Sumatra
T131727,2023-05-18,C100090,P1132,3,110400.0,331291,Internet,,Pekanbaru,Sumatra
T131728,2024-12-30,C100772,P1031,2,1423000.0,2846093,Mobile,CAM214,Surabaya,East Java
T131729,2024-04-02,C100357,P1121,2,1685300.0,3370607,Mobile,,Tangerang,Banten
T131730,2024-04-29,C102311,P1089,1,324000.0,324023,Mobile,CAM206,Jakarta,Jakarta
T131731,2023-03-23,C101977,P1094,4,4232500.0,16929811,Mobile,CAM211,Bogor,West Java
T131732,2024-12-31,C100908,P1147,2,612900.0,1225732,Branch,,Malang,East Java
T131733,2024-12-14,C101026,P1044,3,2329800.0,26711639,Mobile,,Pontianak,Kalimantan
T131734,2024-08-09,C101050,P1139,2,4326200.0,8652323,Internet,,Bekasi,West Java
T131735,2023-02-16,C100049,P1137,3,4070700.0,12212129,Mobile,CAM239,Semarang,Central Java
T131736,2023-12-10,C101892,P1116,3,4058600.0,12175799,CallCenter,,Surakarta,Central Java
T131737,2023-12-05,C100309,P1129,2,2886500.0,5772925,Internet,CAM222,Manado,Sulawesi
T131738,2023-08-24,C100892,P1143,2,314200.0,628383,Mobile,CAM202,Tegal,Central Java
T131739,2024-04-08,C100567,P1044,4,1654300.0,6617017,Internet,,Pontianak,Kalimantan
T131740,2024-10-24,C102195,P1043,1,3374300.0,3374258,Mobile,CAM236,Yogyakarta,Yogyakarta
T131741,2024-01-11,C101932,P1125,4,2039900.0,8159473,Mobile,,Cimahi,West Java
T131742,2023-05-03,C100627,P1113,1,339000.0,339043,Internet,CAM203,Surabaya,East Java
T131743,2023-09-03,C101657,P1070,3,3227900.0,9683607,Branch,,Surabaya,East Java
T131744,2023-09-11,C101585,P1024,1,4329700.0,4329706,Branch,CAM214,Jakarta,Jakarta
T131745,2024-07-19,C100105,P1011,5,4167300.0,20836427,Internet,CAM207,Jakarta,Jakarta
T131746,2024-11-29,C102903,P1145,2,5266500.0,10532918,Mobile,CAM216,Semarang,Central Java
T131747,2023-10-08,C101363,P1078,2,3723400.0,7446760,Internet,CAM213,Medan,Sumatra
T131748,2023-03-08,C102330,P1063,5,1787100.0,8935450,Branch,CAM214,Bogor,West Java
T131749,2024-10-14,C102065,P1014,2,2124200.0,4248368,CallCenter,,Serang,Banten
T131750,2024-06-16,C102489,P1119,1,1508000.0,1508049,Mobile,CAM204,Tangerang,Banten
T131751,2024-06-17,C102079,P1068,1,2099700.0,2099671,Mobile,CAM228,Bogor,West Java
T131752,2023-06-24,C101542,P1098,2,3713800.0,7427615,Mobile,CAM215,Makassar,Sulawesi
T131753,2023-07-10,C101442,P1133,2,260000.0,520060,Mobile,CAM237,Palembang,Sumatra
T131754,2023-10-12,C102227,P1074,2,2398000.0,4795947,Mobile,CAM229,Banjarmasin,Kalimantan
T131755,2023-11-01,C100754,P1106,4,373500.0,1494052,Mobile,,Jakarta,Jakarta
T131756,2024-02-11,C101246,P1128,1,2422600.0,2422584,Branch,CAM202,Surakarta,Central Java
T131757,2023-11-28,C101906,P1142,2,1111900.0,2223823,Mobile,,Medan,Sumatra
T131758,2023-11-01,C100862,P1045,1,307500.0,307512,Mobile,,Denpasar,Bali
T131759,2024-10-30,C101113,P1055,2,866700.0,1733423,Internet,CAM219,Cimahi,West Java
T131760,2024-07-04,C100197,P1073,4,3161200.0,12644710,Mobile,,Palembang,Sumatra
T131761,2023-12-03,C101266,P1144,4,1642800.0,6571108,Mobile,,Bogor,West Java
T131762,2023-01-30,C101434,P1113,1,246200.0,246158,Mobile,,Jakarta,Jakarta
T131763,2024-03-15,C102975,P1021,1,4737300.0,4737316,Branch,CAM217,Banjarmasin,Kalimantan
T131764,2023-09-15,C102827,P1134,2,1382200.0,2764493,Mobile,CAM230,Cimahi,West Java
T131765,2024-07-16,C101211,P1072,2,1569900.0,3139874,Branch,,Pontianak,Kalimantan
T131766,2023-08-22,C100622,P1002,1,78400.0,78408,Mobile,,Medan,Sumatra
T131767,2023-01-26,C101943,P1008,5,2020600.0,10102853,Branch,CAM238,Medan,Sumatra
T131768,2024-06-06,C101623,P1074,3,2504400.0,7513257,Branch,,Palembang,Sumatra
T131769,2024-01-19,C102564,P1049,1,2343300.0,2343327,Mobile,CAM217,Semarang,Central Java
T131770,2024-06-19,C100387,P1070,1,5183200.0,5183167,CallCenter,,Semarang,Central Java
T131771,2024-01-28,C100476,P1056,4,77200.0,308948,Internet,,Bekasi,West Java
T131772,2024-04-06,C100136,P1007,3,3542000.0,10625972,Mobile,,Denpasar,Bali
T131773,2024-12-28,C101654,P1118,2,647900.0,1295867,Branch,,Serang,Banten
T131774,2023-05-18,C102610,P1052,1,1529400.0,1529374,CallCenter,CAM225,Jakarta,Jakarta
T131775,2023-04-20,C102533,P1074,2,2139300.0,4278651,Internet,CAM233,Palembang,Sumatra
T131776,2024-04-19,C100935,P1112,5,1855300.0,9276458,Mobile,CAM207,Tangerang,Banten
T131777,2023-11-24,C100052,P1077,2,3833900.0,7667831,Internet,,Pontianak,Kalimantan
T131778,2023-07-25,C100970,P1006,2,633100.0,1266112,Branch,,Tegal,Central Java
T131779,2023-03-12,C102017,P1039,2,3187900.0,6375846,Internet,,Bekasi,West Java
T131780,2023-07-29,C102911,P1073,2,4462700.0,8925352,Branch,,Serang,Banten
T131781,2023-07-04,C100415,P1100,4,3691900.0,14767636,Internet,,Surakarta,Central Java
T131782,2024-08-24,C102736,P1124,2,3421400.0,6842745,Mobile,CAM237,Semarang,Central Java
T131783,2024-01-18,C102180,P1066,3,1158900.0,3476705,Branch,CAM200,Pekanbaru,Sumatra
T131784,2024-02-03,C102527,P1101,1,3622500.0,3622510,Internet,CAM232,Tangerang,Banten
T131785,2024-06-28,C101733,P1079,2,818200.0,1636334,Mobile,CAM239,Jakarta,Jakarta
T131786,2024-10-20,C102022,P1103,3,3023900.0,9071754,Agent,CAM200,Bekasi,West Java
T131787,2024-11-12,C100152,P1065,2,261900.0,523712,Branch,CAM206,Surakarta,Central Java
T131788,2024-12-26,C102413,P1105,1,3619300.0,3619304,Mobile,,Denpasar,Bali
T131789,2023-11-10,C100077,P1053,1,2474800.0,2474784,Mobile,CAM228,Tegal,Central Java
T131790,2023-08-16,C100623,P1064,2,2885500.0,5771033,Mobile,,Bogor,West Java
T131791,2024-10-19,C102120,P1039,2,4053700.0,8107479,Mobile,,Makassar,Sulawesi
T131792,2023-05-26,C101563,P1079,3,1026700.0,3080035,Branch,,Jakarta,Jakarta
T131793,2023-01-22,C100497,P1109,4,2394200.0,9576753,Internet,,Jakarta,Jakarta
T131794,2024-08-23,C100599,P1137,1,3616300.0,3616263,Internet,,Jakarta,Jakarta
T131795,2024-11-22,C100702,P1013,3,979800.0,2939384,CallCenter,CAM213,Madiun,East Java
T131796,2023-10-27,C101992,P1124,3,2642500.0,7927618,Mobile,,Denpasar,Bali
T131797,2023-09-22,C100035,P1050,1,3568100.0,3568092,Internet,CAM208,Madiun,East Java
T131798,2023-02-19,C101254,P1128,3,2715800.0,8147457,Mobile,CAM202,Pekanbaru,Sumatra
T131799,2024-01-10,C102916,P1024,1,4251000.0,4251023,Branch,CAM222,Semarang,Central Java
T131800,2023-03-02,C100752,P1121,1,2232300.0,2232257,Mobile,CAM216,Jakarta,Jakarta
T131801,2023-01-19,C100489,P1021,2,3338100.0,6676181,Branch,CAM217,Semarang,Central Java
T131802,2023-11-04,C101847,P1035,2,1163700.0,2327409,Mobile,CAM231,Cimahi,West Java
T131803,2024-06-20,C102977,P1026,2,788000.0,1575997,Internet,CAM231,Serang,Banten
T131804,2023-07-26,C100578,P1020,3,2817200.0,8451579,Mobile,CAM233,Jakarta,Jakarta
T131805,2023-11-21,C101318,P1133,1,400000.0,400035,Branch,,Madiun,East Java
T131806,2023-03-16,C100932,P1051,4,760900.0,3043596,Mobile,,Pontianak,Kalimantan
T131807,2024-10-14,C101699,P1090,2,3545100.0,7090131,Mobile,CAM212,Madiun,East Java
T131808,2024-02-22,C102881,P1079,3,775200.0,2325506,Branch,CAM220,Malang,East Java
T131809,2023-11-24,C100528,P1135,1,2824500.0,2824512,CallCenter,CAM207,Yogyakarta,Yogyakarta
T131810,2023-10-08,C100565,P1061,3,2103400.0,6310316,Internet,CAM209,Medan,Sumatra
T131811,2024-08-25,C102152,P1137,1,3547400.0,3547372,Agent,,Jakarta,Jakarta
T131812,2023-03-16,C102972,P1114,1,4330400.0,4330448,Mobile,CAM207,Bekasi,West Java
T131813,2024-07-29,C100152,P1034,3,1211200.0,3633498,Internet,,Surakarta,Central Java
T131814,2024-08-16,C101428,P1025,1,513400.0,513402,Branch,,Serang,Banten
T131815,2024-10-11,C102066,P1073,1,3957100.0,3957093,Branch,CAM237,Jakarta,Jakarta
T131816,2024-08-31,C102460,P1071,3,4525000.0,13574923,Internet,CAM210,Surabaya,East Java
T131817,2024-09-03,C102022,P1063,1,1285800.0,1285770,Mobile,,Bekasi,West Java
T131818,2023-08-29,C101867,P1108,1,879100.0,879054,Agent,CAM213,Semarang,Central Java
T131819,2023-01-05,C102102,P1003,2,972800.0,1945607,Mobile,CAM223,Pekanbaru,Sumatra
T131820,2023-08-03,C101202,P1070,2,3700100.0,7400211,Mobile,CAM239,Surakarta,Central Java
T131821,2024-08-01,C101881,P1131,1,2069500.0,2069469,Mobile,CAM239,Tegal,Central Java
T131822,2024-05-01,C100806,P1104,3,2645500.0,7936646,Mobile,CAM217,Palembang,Sumatra
T131823,2023-12-23,C102210,P1015,3,2475500.0,7426617,Mobile,,Denpasar,Bali
T131824,2024-01-29,C100324,P1107,4,3597900.0,14391426,Mobile,CAM233,Bogor,West Java
T131825,2023-06-04,C102171,P1012,1,3099900.0,3099911,Mobile,CAM202,Yogyakarta,Yogyakarta
T131826,2024-01-26,C101531,P1066,3,868500.0,2605354,Internet,,Malang,East Java
T131827,2024-01-04,C100794,P1002,1,84300.0,84257,Mobile,CAM222,Semarang,Central Java
T131828,2023-01-29,C102457,P1095,1,3669000.0,3669024,Branch,CAM202,Surakarta,Central Java
T131829,2024-02-27,C100666,P1094,5,4318400.0,21591842,Mobile,CAM221,Jakarta,Jakarta
T131830,2023-01-09,C100780,P1037,2,514400.0,1028888,Agent,,Malang,East Java
T131831,2023-07-19,C100278,P1038,3,340100.0,1020240,Mobile,,Cimahi,West Java
T131832,2024-03-20,C102673,P1054,4,3343800.0,13375363,Mobile,,Pontianak,Kalimantan
T131833,2023-11-30,C101243,P1015,2,2239700.0,4479404,Branch,CAM223,Madiun,East Java
T131834,2023-08-18,C102638,P1131,1,1796200.0,1796180,Internet,CAM215,Malang,East Java
T131835,2024-01-28,C100999,P1049,2,3264100.0,6528297,Internet,CAM228,Surakarta,Central Java
T131836,2023-11-04,C100494,P1045,2,357800.0,715663,Internet,CAM213,Jakarta,Jakarta
T131837,2023-11-27,C101734,P1122,3,1521900.0,4565761,Internet,,Denpasar,Bali
T131838,2023-12-26,C102786,P1048,2,5284300.0,10568683,CallCenter,CAM224,Bogor,West Java
T131839,2024-11-05,C100880,P1085,1,2226300.0,2226269,Mobile,CAM233,Denpasar,Bali
T131840,2024-08-09,C101685,P1071,1,4358000.0,4357979,Mobile,CAM205,Madiun,East Java
T131841,2023-07-02,C101780,P1045,1,378900.0,378894,Branch,CAM236,Jakarta,Jakarta
T131842,2024-01-22,C100968,P1089,1,259100.0,259086,Internet,,Pontianak,Kalimantan
T131843,2023-04-19,C100379,P1036,2,2245500.0,4490940,Internet,CAM204,Bandung,West Java
T131844,2023-12-05,C102048,P1001,2,5070100.0,10140234,Mobile,CAM213,Surakarta,Central Java
T131845,2023-07-19,C102996,P1080,3,927000.0,2781019,Mobile,CAM208,Jakarta,Jakarta
T131846,2023-06-30,C101117,P1138,2,157200.0,314385,CallCenter,CAM216,Yogyakarta,Yogyakarta
T131847,2024-06-23,C100066,P1145,1,4858300.0,4858301,Mobile,,Bekasi,West Java
T131848,2024-07-18,C100453,P1141,1,3680000.0,3680039,Internet,,Yogyakarta,Yogyakarta
T131849,2024-03-12,C100990,P1149,3,4450000.0,13349983,Mobile,CAM204,Cimahi,West Java
T131850,2023-02-09,C101028,P1149,1,5754000.0,5753985,Agent,CAM239,Denpasar,Bali
T131851,2023-08-10,C102755,P1116,3,5409600.0,16228858,Internet,CAM221,Cimahi,West Java
T131852,2023-10-24,C100695,P1080,5,601800.0,3009160,Mobile,CAM206,Bandung,West Java
T131853,2024-11-08,C101354,P1024,2,4300200.0,8600381,Branch,CAM229,Manado,Sulawesi
T131854,2023-01-29,C100061,P1143,2,419600.0,839199,Internet,,Banjarmasin,Kalimantan
T131855,2024-12-01,C100938,P1038,3,388100.0,1164345,Mobile,,Cimahi,West Java
T131856,2023-07-21,C102189,P1029,3,1529600.0,4588701,Branch,CAM220,Pekanbaru,Sumatra
T131857,2024-04-29,C100368,P1020,1,2832500.0,2832548,Mobile,CAM200,Surabaya,East Java
T131858,2023-05-10,C100732,P1071,2,5727700.0,11455410,Mobile,CAM213,Palembang,Sumatra
T131859,2023-02-17,C100767,P1103,3,2815700.0,8447172,Mobile,,Madiun,East Java
T131860,2024-02-20,C100000,P1146,6,867800.0,5206717,Mobile,,Banjarmasin,Kalimantan
T131861,2024-08-22,C101412,P1019,1,3864100.0,3864141,Branch,CAM201,Makassar,Sulawesi
T131862,2024-07-24,C102877,P1023,4,82600.0,330489,Mobile,CAM229,Surabaya,East Java
T131863,2024-04-01,C102871,P1063,3,1924900.0,5774648,CallCenter,CAM223,Bogor,West Java
T131864,2023-02-18,C102239,P1147,2,636700.0,1273405,Branch,CAM218,Cimahi,West Java
T131865,2024-12-28,C102663,P1081,2,2763700.0,5527445,Mobile,CAM206,Jakarta,Jakarta
T131866,2023-03-17,C100100,P1103,2,2864200.0,5728394,Internet,CAM223,Banjarmasin,Kalimantan
T131867,2024-06-29,C100379,P1064,1,3759400.0,3759425,Mobile,CAM221,Bandung,West Java
T131868,2023-09-05,C100833,P1070,1,3560100.0,3560095,Mobile,,Madiun,East Java
T131869,2023-10-17,C101527,P1024,3,3217700.0,9653172,CallCenter,,Bandung,West Java
T131870,2024-06-18,C102476,P1089,2,304500.0,608997,Branch,CAM230,Tegal,Central Java
T131871,2024-06-14,C102418,P1105,1,4109600.0,4109641,CallCenter,CAM201,Denpasar,Bali
T131872,2024-03-11,C100955,P1074,2,2047800.0,4095512,Branch,,Cimahi,West Java
T131873,2024-01-18,C100017,P1072,2,1165300.0,2330611,Mobile,,Denpasar,Bali
T131874,2023-04-06,C102733,P1126,2,3036300.0,6072625,Internet,,Tangerang,Banten
T131875,2023-09-08,C101533,P1078,1,6073100.0,6073082,Internet,,Pekanbaru,Sumatra
T131876,2023-08-29,C102080,P1031,2,1375100.0,2750109,Internet,,Jakarta,Jakarta
T131877,2023-11-01,C100243,P1104,2,2802700.0,5605387,Mobile,CAM216,Semarang,Central Java
T131878,2024-07-10,C101290,P1131,3,1817000.0,5450931,Mobile,CAM223,Tegal,Central Java
T131879,2024-08-10,C102994,P1064,1,2953700.0,2953673,Branch,,Pontianak,Kalimantan
T131880,2024-09-10,C100732,P1113,3,302800.0,908433,Mobile,,Palembang,Sumatra
T131881,2024-07-25,C102588,P1089,4,202900.0,811498,Branch,CAM239,Bandung,West Java
T131882,2024-03-15,C102567,P1001,5,4632300.0,23161552,CallCenter,,Bandung,West Java
T131883,2024-05-02,C101565,P1047,1,411500.0,411468,Branch,CAM235,Makassar,Sulawesi
T131884,2024-05-12,C101898,P1005,2,2108700.0,4217484,Branch,CAM206,Palembang,Sumatra
T131885,2023-05-12,C101844,P1066,3,685900.0,2057618,Branch,,Medan,Sumatra
T131886,2024-02-06,C100585,P1069,5,1538000.0,7690016,Mobile,CAM200,Bandung,West Java
T131887,2024-10-30,C100773,P1033,1,2663100.0,2663055,Mobile,,Medan,Sumatra
T131888,2024-01-11,C100574,P1130,1,3694800.0,3694780,Mobile,,Jakarta,Jakarta
T131889,2024-07-20,C101152,P1118,1,577100.0,577053,Mobile,,Bogor,West Java
T131890,2024-11-28,C102568,P1036,3,1786600.0,5359942,Mobile,CAM239,Jakarta,Jakarta
T131891,2024-11-17,C100817,P1085,1,3173300.0,3173303,Internet,CAM226,Cimahi,West Java
T131892,2024-06-26,C101715,P1021,1,5202700.0,5202667,Mobile,,Tegal,Central Java
T131893,2024-01-06,C100310,P1111,1,2502500.0,2502476,CallCenter,CAM216,Bekasi,West Java
T131894,2024-02-16,C101514,P1129,2,3497400.0,6994720,Mobile,CAM201,Surakarta,Central Java
T131895,2023-06-04,C101400,P1133,2,383900.0,767753,Mobile,,Pekanbaru,Sumatra
T131896,2023-09-02,C102831,P1067,2,1944000.0,3887909,Internet,,Jakarta,Jakarta
T131897,2024-06-25,C102050,P1133,2,267700.0,535341,CallCenter,CAM233,Semarang,Central Java
T131898,2024-07-14,C101961,P1033,2,2906000.0,5811902,Mobile,,Madiun,East Java
T131899,2024-11-12,C101537,P1094,1,4516700.0,4516673,Branch,,Makassar,Sulawesi
T131900,2023-03-16,C102491,P1051,1,704000.0,703952,Mobile,,Banjarmasin,Kalimantan
T131901,2023-07-25,C102503,P1133,1,365200.0,365243,Mobile,CAM204,Jakarta,Jakarta
T131902,2024-03-03,C102653,P1063,2,1462300.0,2924572,Mobile,,Cimahi,West Java
T131903,2024-02-25,C101784,P1127,1,4715500.0,4715519,Mobile,CAM214,Palembang,Sumatra
T131904,2024-11-03,C100657,P1058,3,2293400.0,6880086,Mobile,CAM239,Jakarta,Jakarta
T131905,2023-05-29,C100828,P1039,2,3187100.0,6374178,Agent,CAM222,Surabaya,East Java
T131906,2023-03-29,C101538,P1015,3,2286700.0,6860220,Mobile,CAM238,Jakarta,Jakarta
T131907,2024-05-20,C102565,P1065,3,247200.0,741603,Internet,CAM235,Pekanbaru,Sumatra
T131908,2023-06-17,C100626,P1009,4,2776400.0,11105418,Branch,,Bandung,West Java
T131909,2023-07-08,C101013,P1081,1,2624600.0,2624644,Mobile,,Manado,Sulawesi
T131910,2023-04-24,C100780,P1067,3,1619900.0,4859645,Mobile,,Malang,East Java
T131911,2023-01-13,C102574,P1038,2,489100.0,978295,Mobile,CAM211,Bandung,West Java
T131912,2024-11-08,C102645,P1003,5,1080200.0,5401025,Mobile,CAM238,Bogor,West Java
T131913,2023-06-06,C100082,P1063,2,1798600.0,3597105,Mobile,CAM225,Malang,East Java
T131914,2023-06-30,C102289,P1099,2,266200.0,532335,Internet,,Jakarta,Jakarta
T131915,2023-11-16,C100939,P1024,1,2956900.0,2956850,Branch,CAM219,Pekanbaru,Sumatra
T131916,2023-10-19,C102253,P1014,5,1394900.0,6974748,Mobile,CAM203,Medan,Sumatra
T131917,2024-09-07,C102646,P1133,2,235900.0,471702,Branch,CAM211,Pontianak,Kalimantan
T131918,2024-09-14,C101048,P1068,3,2193500.0,6580433,Mobile,CAM214,Pekanbaru,Sumatra
T131919,2024-10-21,C100160,P1075,3,1404100.0,4212218,Mobile,CAM205,Bogor,West Java
T131920,2024-04-21,C102240,P1142,1,970800.0,970833,CallCenter,,Cimahi,West Java
